Disaster_ID,Disaster_Type,Location,Magnitude,Date,Fatalities,Economic_Loss,Latitude,Longitude,Predicted_Severity
3,Tornado,China,9.724365973472622,2024-01-01 02:00:00,478.0,69109975.54626009,41.75890952605292,-116.58459149897038,9.31646584377183
5,Flood,Brazil,7.917748011412222,2024-01-01 04:00:00,776.0,644929745.9808252,-61.916644720361425,-8.415302216893604,8.108873533303136
9,Flood,Brazil,8.157574165374776,2024-01-01 08:00:00,5016.0,720960902.8379518,18.200702113777584,94.661596264162,8.588243224897662
11,Earthquake,Indonesia,8.405111071706369,2024-01-01 10:00:00,8636.0,301620439.6357995,-86.29479102675556,138.98662815438905,8.015114830585272
12,Flood,USA,9.465754017318456,2024-01-01 11:00:00,439.0,350737478.35091716,84.58377338915898,82.45214741861787,8.45818767147738
14,Earthquake,China,8.948562576656371,2024-01-01 13:00:00,2176.0,452037092.4562211,-51.77896007791029,-60.24362406447907,8.451824609985204
17,Tornado,Indonesia,8.368748853298573,2024-01-01 16:00:00,4682.0,365297720.1269638,-35.23639626728321,-177.49526857081517,8.934571894184241
20,Earthquake,Japan,9.54615064758712,2024-01-01 19:00:00,142.0,470365410.50753623,-37.57875476435245,-86.3239075431287,8.936758745755181
23,Hurricane,Indonesia,8.80221179529412,2024-01-01 22:00:00,7954.0,153131596.03101614,-37.41396326366073,147.34949270617778,8.395948636945498
27,Hurricane,Brazil,9.696287973047776,2024-01-02 02:00:00,1523.0,856200324.4708405,-54.05871921149525,148.402663919856,8.87114307304785
31,Hurricane,Indonesia,9.70979098673643,2024-01-02 06:00:00,59.0,92082187.70704757,19.358073342258905,-178.0779088909121,10.391769357134741
35,Wildfire,Brazil,9.55828459759798,2024-01-02 10:00:00,4946.0,371790741.32691616,83.81376595342068,57.3280333383139,8.547800432946552
37,Hurricane,China,9.728581333095969,2024-01-02 12:00:00,3720.0,744204758.6507398,-35.16952154879328,141.7135136725731,9.847547609407682
46,Earthquake,India,8.16447946441236,2024-01-02 21:00:00,8312.0,21404091.57628989,29.254011183716756,42.96647013706762,9.128147059391923
47,Wildfire,Brazil,9.44919392391293,2024-01-02 22:00:00,2856.0,985168936.4381572,-33.89200630390603,-96.43179139194378,9.000228505746307
50,Tornado,India,7.816876537545329,2024-01-03 01:00:00,4279.0,186332671.8350763,-56.72619800540513,174.67463732799374,8.858389395491367
52,Earthquake,Brazil,9.26508557402309,2024-01-03 03:00:00,5147.0,825553164.9786,49.52390820500062,-14.325617463618476,9.686147652271465
53,Earthquake,Japan,9.760155015215911,2024-01-03 04:00:00,1915.0,515313106.0669635,79.10980948155404,145.35621410367835,10.104781511394384
61,Wildfire,USA,8.852628279170467,2024-01-03 12:00:00,1798.0,941323423.6767006,-20.03808785589324,-87.0630596429478,8.758592063528498
65,Earthquake,China,7.675280480855436,2024-01-03 16:00:00,1202.0,226324432.4079753,-39.43178825627146,-126.67178807410208,8.53347339973355
68,Earthquake,Japan,8.495923160973515,2024-01-03 19:00:00,8822.0,808651443.7341809,54.39545653572714,90.77576121275976,8.618173740531244
71,Tornado,China,9.468281153615091,2024-01-03 22:00:00,7354.0,296997653.06035244,49.00405847339834,157.083391223362,9.264436608786385
79,Flood,Brazil,7.516481676053277,2024-01-04 06:00:00,9914.0,914663694.2502426,-25.47616886203093,-159.53739454354016,8.139652763591428
86,Earthquake,Japan,8.346805321679732,2024-01-04 13:00:00,3325.0,647130898.8052177,-31.46700203518553,40.43206398254283,8.288642311985631
88,Earthquake,Indonesia,9.975996423902044,2024-01-04 15:00:00,1817.0,111831975.4169087,24.760344843938363,-29.970338175340867,8.51647392956575
90,Earthquake,Indonesia,9.05519773594075,2024-01-04 17:00:00,9473.0,701292827.1433696,-5.0013134708491265,-98.27953223816858,9.23316052617615
94,Wildfire,Indonesia,9.23138133432629,2024-01-04 21:00:00,2770.0,876111647.0186605,11.029895562509322,124.92433274007008,9.036093990182462
98,Hurricane,Brazil,9.685262922453044,2024-01-05 01:00:00,9822.0,699755651.3834829,-13.042616695461067,79.49387393096963,10.2016988062129
115,Earthquake,India,8.85704814464599,2024-01-05 18:00:00,1162.0,264646117.771069,24.012676171876222,-146.07249609437076,8.91205317412786
121,Earthquake,Japan,8.422013012898388,2024-01-06 00:00:00,3528.0,789667706.4060827,55.339227929531255,-172.61606904465918,8.726516917142625
129,Earthquake,Indonesia,8.532080114903112,2024-01-06 08:00:00,6006.0,387075318.9636676,-88.74861650438568,36.26631880214162,8.234372406130444
133,Hurricane,Brazil,8.506991021311308,2024-01-06 12:00:00,9324.0,182221504.34839445,-68.42423387993709,44.6204069140998,9.4187364383616
134,Hurricane,USA,9.94405222123942,2024-01-06 13:00:00,5556.0,614169230.472765,-29.22926914734697,-14.28429957933659,9.732804736840844
138,Earthquake,Indonesia,9.047110534773164,2024-01-06 17:00:00,4839.0,645862920.5267754,36.54341260113201,53.67302659387733,8.191712774765598
139,Tornado,India,9.09284602496822,2024-01-06 18:00:00,2211.0,107092895.95098162,-24.54667157172708,24.178711648821192,9.932345828251007
141,Tornado,Japan,8.545265980963684,2024-01-06 20:00:00,5942.0,121478028.39819096,83.24051308958002,-168.53156548982636,9.293923684161195
145,Wildfire,Japan,9.482560097617252,2024-01-07 00:00:00,2474.0,767014766.6610676,-38.72871101205583,44.972089123844285,10.02477943546804
146,Flood,India,9.424886162811772,2024-01-07 01:00:00,3068.0,112441465.56063464,-83.3603494761841,100.73472322433167,9.668611738365392
153,Tornado,USA,8.955033759033473,2024-01-07 08:00:00,891.0,447236758.7452049,-63.91892302357984,-79.12209348339442,8.043279385308706
154,Tornado,India,9.764176847532354,2024-01-07 09:00:00,1968.0,456050961.56333816,-1.898503150038657,-160.87657528835962,10.45537586074599
156,Earthquake,USA,9.807741197617114,2024-01-07 11:00:00,8523.0,288440280.8515072,-46.43005112792993,-29.860114956225992,9.142013978598259
157,Earthquake,USA,8.688713597663316,2024-01-07 12:00:00,4536.0,541617615.8117986,30.98439853305814,-97.51801899189634,8.759205559659353
161,Wildfire,China,9.335068697838231,2024-01-07 16:00:00,1856.0,161170400.48422283,-23.79903611053442,19.271118728585993,9.923817409816087
162,Wildfire,Japan,9.105501634759786,2024-01-07 17:00:00,1964.0,73798674.43118833,23.815049506844307,41.79988814965959,10.234660176340451
164,Tornado,Japan,7.792206023784017,2024-01-07 19:00:00,4321.0,643295361.2522192,6.4394431334565265,-39.000044563628805,8.612639632145244
167,Flood,Indonesia,9.862703245494956,2024-01-07 22:00:00,9963.0,76166885.52698137,-32.25958830508755,-29.35915570215794,9.496945067939134
169,Earthquake,China,7.9878258629792676,2024-01-08 00:00:00,2723.0,212534336.55437687,-82.6604745201425,-0.6657407095865864,8.026033422759483
172,Hurricane,Indonesia,9.867049440403092,2024-01-08 03:00:00,9050.0,506624283.7840291,-87.01419079298589,-129.62916819828212,8.608269499368859
174,Wildfire,USA,8.936016698325922,2024-01-08 05:00:00,909.0,763893966.7658374,-49.230760464371166,-92.72922700060408,8.178964787881002
179,Wildfire,Japan,9.642785883759846,2024-01-08 10:00:00,6830.0,967138779.66736,78.61139797261221,45.59172599223301,9.27527543097887
181,Wildfire,Brazil,8.939447313637277,2024-01-08 12:00:00,4419.0,255543524.56523463,-28.608056810953467,64.55399951287926,9.88945091026681
192,Tornado,China,8.62062464937648,2024-01-08 23:00:00,8529.0,820465810.305378,71.49883643159882,-71.5587306975794,8.788857408325411
205,Hurricane,Brazil,8.950893369067959,2024-01-09 12:00:00,3572.0,432674708.4076378,19.157230738726188,-122.53322402900493,10.004126244993603
209,Wildfire,India,9.78541214029959,2024-01-09 16:00:00,6360.0,418808633.16014767,-89.08891490768063,-169.7553389361879,10.277760830347647
217,Tornado,USA,9.214580303965194,2024-01-10 00:00:00,142.0,31326112.40496929,-31.428054331331808,44.10571262857776,9.782227515536567
218,Tornado,Brazil,9.022133069103978,2024-01-10 01:00:00,3404.0,2103077.9123414215,44.36845292124435,-66.57966122126422,8.875495225675909
219,Flood,Indonesia,8.68417477786923,2024-01-10 02:00:00,737.0,382980916.4205869,26.93392182849864,15.076862379439184,9.505583088804537
221,Flood,Indonesia,9.784831187349225,2024-01-10 04:00:00,5245.0,509508723.8447526,28.370320614061807,64.42035274104119,9.258952170002104
224,Hurricane,China,8.285457532647982,2024-01-10 07:00:00,2093.0,169488095.84154755,-23.811155449301967,-86.2569508517742,8.99313029730957
226,Wildfire,Japan,9.926282754276082,2024-01-10 09:00:00,2372.0,641563406.3016031,-46.08186419176496,16.41904719377422,9.625191466963846
228,Hurricane,China,9.30945723732687,2024-01-10 11:00:00,3000.0,574664280.965762,-19.242409559983127,104.54669131787568,8.273074859065938
233,Earthquake,Brazil,7.459673661570076,2024-01-10 16:00:00,5776.0,936690617.9350458,13.84269923274464,129.78413517148022,8.208829225526973
243,Earthquake,USA,9.820985780536173,2024-01-11 02:00:00,809.0,890625814.9456524,74.67559023968073,-8.810452214570393,10.777406686854636
248,Earthquake,India,9.51096289833177,2024-01-11 07:00:00,3690.0,362617266.1795107,83.99786742786053,103.4373014846623,9.093276406381317
251,Hurricane,USA,7.47928154155117,2024-01-11 10:00:00,8691.0,264538787.20246375,-36.99919942747458,71.6498690551542,8.25882250399478
253,Tornado,USA,9.866386972862667,2024-01-11 12:00:00,1933.0,577559884.3877194,63.204600873034245,-165.4243832418104,10.574557849698252
255,Earthquake,Indonesia,9.91551673354877,2024-01-11 14:00:00,7679.0,413633204.4614706,-59.49130559650335,156.678411661515,9.67749329592633
257,Earthquake,India,8.924503014662012,2024-01-11 16:00:00,337.0,368445172.4278785,78.50785934894057,31.638849094721408,8.223451644051947
259,Tornado,China,9.523129872507283,2024-01-11 18:00:00,9280.0,37340587.14364606,12.611010616085691,134.41829917357708,9.72656533526319
260,Tornado,China,9.275046951237917,2024-01-11 19:00:00,9337.0,193224974.27521488,-72.50823112126166,-149.75938277257475,9.311374169375846
262,Tornado,Brazil,7.685493715431554,2024-01-11 21:00:00,3254.0,755444052.777003,88.2096930187674,64.83949143597982,8.352674326587689
272,Flood,Brazil,9.01159743942999,2024-01-12 07:00:00,6424.0,857899931.708222,55.82041104225254,-24.359796043680483,9.787206766392785
274,Earthquake,USA,7.999677182806136,2024-01-12 09:00:00,5187.0,585381611.3646582,74.38329946016484,-148.09212909015093,9.12556307404811
287,Flood,USA,9.668984193604304,2024-01-12 22:00:00,5232.0,935215915.1679,-6.192356736157172,-25.966974652923177,10.673303612573756
289,Earthquake,China,9.450199760947458,2024-01-13 00:00:00,1020.0,938210012.0193876,-38.4225746169088,42.87351429760308,9.321913224311679
300,Wildfire,India,9.898941415624044,2024-01-13 11:00:00,675.0,956236630.0758048,-74.63745630112176,124.42546804140676,9.11347719064118
303,Earthquake,USA,9.737114095946238,2024-01-13 14:00:00,4758.0,472723113.1894281,7.314321889819173,-133.93802126888465,9.884580671890404
304,Tornado,Brazil,9.6809141191616,2024-01-13 15:00:00,2524.0,705223467.5049199,24.73738226967718,179.2494483884236,8.959392857420667
313,Wildfire,USA,8.922218896536084,2024-01-14 00:00:00,2501.0,489724066.50852954,-85.43686618521765,163.23689691282067,8.262778801672525
318,Flood,Japan,7.836373033366576,2024-01-14 05:00:00,5823.0,193207042.79176596,-58.80702238724776,-99.5420468678976,8.332220267916675
320,Earthquake,USA,8.857394313422166,2024-01-14 07:00:00,1926.0,782271649.3832299,-44.95627833037284,-111.30858307932944,10.080106258441056
336,Flood,Indonesia,9.987078422026729,2024-01-14 23:00:00,6628.0,32783925.20632508,-82.66881558258538,103.09225894621127,9.583232909813649
344,Earthquake,USA,9.875334954072589,2024-01-15 07:00:00,757.0,608162299.5038264,-11.906703137164854,73.7265010075872,8.916757462729974
349,Tornado,Japan,9.026874753716289,2024-01-15 12:00:00,4238.0,925906962.8731529,-22.56972936723518,7.556899913768564,9.975937850626003
355,Hurricane,Japan,8.053022143463288,2024-01-15 18:00:00,4903.0,988887747.5565684,-77.29762546792263,-23.21819011682667,8.955466687548697
357,Tornado,Brazil,9.139096459565891,2024-01-15 20:00:00,2898.0,643117204.8757749,-85.22796410250807,103.02576091135673,9.057040052073022
358,Hurricane,Japan,9.564654186761942,2024-01-15 21:00:00,1519.0,708984611.2011882,15.439604629223393,-44.29801019294205,10.473764866883108
364,Flood,India,7.4704035023700515,2024-01-16 03:00:00,2451.0,83772252.09517439,8.21102207686829,132.37396551600767,8.449811691589426
372,Earthquake,USA,9.644448752838988,2024-01-16 11:00:00,2921.0,90508675.54713058,-86.72007138272104,145.61061382126354,9.229962224781293
376,Flood,Indonesia,8.882773424433452,2024-01-16 15:00:00,8626.0,852543067.6619835,-32.58438654712297,-2.3398689338580025,9.01421875275597
383,Wildfire,Indonesia,9.185213529058226,2024-01-16 22:00:00,2012.0,935573287.5495366,23.20971242037912,-88.48158153599225,8.583286238860067
389,Flood,China,8.521532056769601,2024-01-17 04:00:00,2615.0,484557747.727455,45.1106552953545,132.59662691413246,9.364235613864288
390,Flood,China,9.591642853562815,2024-01-17 05:00:00,2988.0,849361868.849541,55.23025306810752,141.56501299558082,8.218972565429608
396,Hurricane,India,8.457559955408842,2024-01-17 11:00:00,4189.0,208981190.20805675,77.53631860864165,88.38111072699816,8.245936341290372
401,Wildfire,Brazil,9.371893430436032,2024-01-17 16:00:00,8224.0,990031452.7375076,-71.43770360953214,-118.15592058800394,10.017888793282912
403,Earthquake,Japan,8.029479866505959,2024-01-17 18:00:00,8824.0,401325615.30367464,0.9454270406142862,-122.81303090017592,8.89999032206116
409,Wildfire,Japan,9.218787932288866,2024-01-18 00:00:00,9208.0,49282066.69292783,72.96875575546746,39.664287445191064,9.72277308768164
418,Wildfire,USA,9.94760100263339,2024-01-18 09:00:00,4885.0,894402318.2499183,-30.84038183341513,-150.39604025618382,11.146070519359967
424,Tornado,Brazil,8.661911355036949,2024-01-18 15:00:00,364.0,507446328.04040706,-1.0043451535353354,-62.14439515845628,8.615632824603411
426,Tornado,China,8.612892645608824,2024-01-18 17:00:00,6089.0,779221217.1253223,8.915198818272396,122.56184938996996,8.435122745616116
438,Earthquake,USA,8.317486592425176,2024-01-19 05:00:00,4301.0,421436158.4470761,57.93481067226412,0.2645662119114078,8.97509643720585
440,Earthquake,USA,9.824916291585486,2024-01-19 07:00:00,8658.0,800257060.8970997,-75.35721948445804,-56.00590336181223,8.530767739338831
