Latitude,Longitude,Magnitude,Severity,Disaster_Type
-22.58277860747475,-45.48930535198854,6.2673926276815095,6.843988515152605,Wildfire
81.12857515378491,-60.15164535669482,6.64935786286365,5.810240805781703,Hurricane
41.75890952605292,-116.58459149897038,9.724365973472622,9.127833278372286,Tornado
17.758527155466588,38.61600123653566,1.7025050128215635,1.8136994539204168,Flood
-61.916644720361425,-8.415302216893604,7.917748011412222,7.861023188702466,Flood
-61.92098633948353,131.6523572366413,2.717113008599857,2.9764027976198766,Tornado
-79.5449498097241,-168.44055102645902,6.491890634240094,7.689535135994579,Hurricane
65.91170623948834,51.792453919845485,2.652747469294584,2.2458655477921297,Earthquake
18.200702113777584,94.661596264162,8.157574165374776,8.84139984104894,Flood
37.45306400328819,93.41516490779054,1.0241866427623108,0.9137154771845585,Flood
-86.29479102675556,138.98662815438905,8.405111071706369,8.117578029564289,Earthquake
84.58377338915898,82.45214741861787,9.465754017318456,7.697031405340917,Flood
59.839675344075914,154.01162219317067,6.143754196292025,5.248995977140754,Earthquake
-51.77896007791029,-60.24362406447907,8.948562576656371,8.30346889398414,Earthquake
-57.27150590272189,1.1553900305555054,8.298958692681332,7.774417382772405,Earthquake
-56.98718822638191,-174.93132121815935,6.850348155717872,7.945267295975169,Hurricane
-35.23639626728321,-177.49526857081517,8.368748853298573,9.178217456153348,Tornado
4.456157693802812,-93.55441663745285,4.81366480445072,5.722837018539933,Wildfire
-12.249896644419163,-143.7094090299293,4.589685578220729,4.771568411100009,Earthquake
-37.57875476435245,-86.3239075431287,9.54615064758712,8.559894798123391,Earthquake
20.133521050028303,-116.26441396977694,6.229724704583683,5.800260017460532,Earthquake
-64.89110508263246,-169.73279105808663,5.6720289292858705,5.263270587243454,Hurricane
-37.41396326366073,147.34949270617778,8.80221179529412,8.191318325056935,Hurricane
-24.054868207135492,-177.03967269999904,3.619608237874318,3.870033256215377,Hurricane
-7.907402840933533,84.98957196135075,2.211183422357643,2.238432214305929,Wildfire
51.331673050742445,-125.22676070897406,2.003895812795447,1.9120566088835387,Flood
-54.058719211495244,148.402663919856,9.696287973047776,8.335277311009712,Hurricane
2.562198914450089,141.40653825235887,5.933946341655817,4.799706115303802,Flood
16.634622395167643,55.40441269293264,7.015748036081089,6.226714012669788,Flood
-81.63892571040041,62.00429392821785,8.254696501735088,6.958614730338804,Tornado
19.358073342258905,-178.0779088909121,9.70979098673643,10.81843562184754,Hurricane
-59.30565773628752,174.55376380089675,6.896664400909083,5.827675785059265,Hurricane
-78.29071326264969,136.01973728729317,5.551984641951059,6.049949333878783,Flood
80.79939670559999,142.23824126283313,6.104293091226247,5.825103943209601,Hurricane
83.81376595342068,57.3280333383139,9.55828459759798,7.927176291072175,Wildfire
55.511522660963,-55.87670568436685,4.653539587428651,5.235660253512012,Earthquake
-35.16952154879328,141.7135136725731,9.728581333095969,10.038458324755052,Hurricane
-72.4190194788509,-75.05390586557075,5.489677540384725,4.909443905129493,Flood
33.16194477218824,22.57615560319303,5.486963915349432,6.353204460001867,Tornado
-10.772551126871765,-144.09684995620233,2.3058269657237123,1.886404708797332,Tornado
-68.03311772793981,151.90402684779005,4.66563277972036,4.109152695615409,Tornado
-0.8681561799713666,-129.3226352023632,7.327488742338145,8.066237152753489,Flood
-83.81006619926069,-99.03714993705339,6.9816267312286815,7.566346153301025,Hurricane
73.67767237418077,20.928296926157394,1.150600310922632,1.0536146890343059,Hurricane
-43.41960331199695,95.07348007667335,6.69650995129891,5.5233480390503225,Tornado
29.254011183716756,42.96647013706762,8.16447946441236,9.333887891347127,Earthquake
-33.89200630390603,-96.43179139194378,9.44919392391293,8.745031065368728,Wildfire
3.6122438120059464,-179.6605046901035,1.422323379758564,1.2492058101207955,Flood
8.407850281790337,92.57420891067811,3.2631310989667215,3.284095831787595,Hurricane
-56.72619800540513,174.67463732799374,7.816876537545329,9.099554685198887,Tornado
84.52523299762053,111.56872331019255,8.868929825479189,7.249628477596416,Earthquake
49.52390820500062,-14.325617463618476,9.26508557402309,10.250164622635626,Earthquake
79.10980948155404,145.35621410367835,9.760155015215911,10.043094990869863,Earthquake
71.06892307697679,-32.454837677393996,4.132590790657515,4.009355472908178,Hurricane
17.621996185995325,8.976270327648317,4.477801955339826,4.914979511289366,Hurricane
75.93736230416103,-8.233283737554032,5.258579682466716,6.238409624052924,Flood
-74.0713496306545,-18.85540584041102,1.8274137126659684,1.62947279945554,Wildfire
-54.72308476455387,99.06867694580606,1.1447311162126252,0.9815599363941042,Hurricane
-81.85908799610314,9.636806617017118,6.664648902172859,7.7653336501831225,Earthquake
-31.440540462612418,-65.98183607092221,4.7925810857854305,5.116469615148277,Wildfire
-20.038087855893238,-87.0630596429478,8.852628279170467,8.633033599480704,Wildfire
-41.15717428069873,-166.41096589172398,4.73258581311239,4.871268694275373,Tornado
59.17275164734728,29.950258277896555,5.922554136724671,6.504418796780136,Flood
-25.78440119515393,-97.21389045562769,7.41704002542538,8.227075433792658,Tornado
-39.43178825627146,-126.67178807410208,7.675280480855436,8.964402724881268,Earthquake
7.685294968484724,55.378786977963955,7.155038557799708,6.945661491306542,Wildfire
-64.63363950454273,65.23533281575759,7.116270493264123,6.528212955160416,Earthquake
54.39545653572714,90.77576121275975,8.495923160973515,8.970553912565595,Earthquake
-76.58088413764125,1.2876826818929343,3.3932877462627227,3.2789039515720875,Flood
87.63964858809311,141.85965787339916,2.735551735144268,2.839063321081105,Flood
49.00405847339834,157.083391223362,9.468281153615091,9.165242371014658,Tornado
-54.23117732384897,110.6535383252962,2.6514904782404853,2.2834591312276253,Flood
-89.00601891775156,48.8136535229474,6.638911375608296,6.557722141128041,Flood
56.78305712187015,-70.66045670717207,6.628269611607776,7.134451530602213,Hurricane
37.23432189257108,173.8601717832796,3.3841611481428875,3.789291001813739,Hurricane
41.221290247377716,-81.3109798109022,5.91323886306123,5.897453535298041,Hurricane
48.82866240347023,-107.04350808344482,1.419720195511737,1.2296127843275726,Tornado
-76.67196268786374,-20.824519036830207,2.2815456144046835,2.20368806164302,Tornado
-25.47616886203093,-159.53739454354016,7.516481676053277,8.377250904094847,Flood
-69.14356928547664,172.2580072818447,1.6838375081379489,1.6251451766893603,Flood
65.35861665760683,31.83608030991293,5.407125582358597,5.832192255086047,Tornado
22.193662828960427,20.50275299910309,1.527597020770438,1.5320048602265324,Tornado
-30.438355526523146,56.08666076389916,6.8728049233610875,6.161395731441034,Earthquake
-78.55949694851574,-1.0714868002056077,6.101049480937973,6.8237810422394505,Flood
-34.0231820911808,-168.45713384596502,2.053683904026091,1.712126249271837,Hurricane
-31.46700203518553,40.432063982542836,8.346805321679732,8.429907059503254,Earthquake
41.32911210085153,77.82259570431503,4.772379153535389,4.21666620970178,Earthquake
24.760344843938363,-29.970338175340867,9.975996423902044,8.248415727319838,Earthquake
69.69829366373878,92.62640594562944,4.358859576275695,4.363975024176299,Wildfire
-5.0013134708491265,-98.27953223816858,9.05519773594075,9.053611830106039,Earthquake
-68.4730357311057,-100.34042721617375,1.3394033482397418,1.4502528524230545,Hurricane
38.3840617001391,-121.88988443247338,7.374062268121253,8.095985008413484,Wildfire
46.94130875104154,-46.08188647590173,4.6033499505185445,5.022791525799741,Hurricane
11.029895562509322,124.92433274007007,9.23138133432629,8.897422204404256,Wildfire
48.77409239182098,118.04834237366316,3.524548102821275,3.7102068987134023,Earthquake
-1.1167926544096662,-42.18328513313863,2.704069671793147,2.7872957906020663,Wildfire
4.091909288758931,32.082744952885164,1.0953903779252654,1.0610221788809127,Wildfire
-13.042616695461067,79.49387393096963,9.685262922453044,10.061875123489589,Hurricane
-85.42455718606287,-93.16556113391172,2.021851009953582,2.3835584384408426,Tornado
-70.57954314120519,-119.46920907789105,6.095448585380835,5.3466684271252545,Tornado
-84.34274657638784,169.95455755643195,5.0508435810260774,5.870640135169206,Flood
24.55387402748047,42.320632755462654,4.967642141027701,4.080332858395454,Hurricane
-33.4159234062612,173.30965986011898,6.151683173461397,5.680191631522777,Tornado
1.5427244096464987,-58.40784463239753,2.5811514102399205,2.362419734114968,Flood
73.36196530669675,73.09141199068735,4.369512173322407,4.590373724189934,Tornado
-45.12739875320251,-99.86269084515442,4.8826872969626605,4.162441999605134,Earthquake
-16.13107385358665,-85.96793834139135,1.8785501494500016,2.1658538147953696,Flood
45.99920493774876,4.284763657064632,6.1121142457285895,6.915371743381938,Tornado
-48.81633021150796,-64.93747481709435,2.134896565686996,2.2647544841687868,Earthquake
-76.14361623081726,-119.6562370173896,4.889894058883268,4.808553276142847,Wildfire
-37.84473847552176,-85.36294728384264,4.413747172322083,5.178130575019826,Flood
-60.9801682942792,-167.13057799228872,5.866977795266464,6.6431708722290175,Hurricane
77.34557742166315,73.59250373189518,3.616343002808046,3.6153523390303057,Tornado
55.461668321595056,-2.838003449089821,3.879661479044658,4.192941589813426,Earthquake
24.012676171876222,-146.07249609437076,8.85704814464599,9.094168868155718,Earthquake
66.86290623378919,-118.19016247374317,7.392052825571328,7.652082294277343,Wildfire
54.6609738418406,-143.08756627944817,4.351117747632754,4.056940538014648,Hurricane
-56.41738940051355,40.53341097931553,1.649264206051229,1.6242512042710537,Flood
70.660619728196,-146.08426909950222,7.0907340969555515,5.894162594765959,Hurricane
7.0816035448171295,91.5416398926778,7.815379428505033,7.369429788259485,Hurricane
55.339227929531255,-172.61606904465918,8.422013012898388,9.081721134769035,Earthquake
71.29643398622878,-90.22471632147884,6.714231047797365,7.93142990515101,Wildfire
-32.7593745050645,140.6400033210866,4.6262148444213675,5.483108473374605,Earthquake
-70.19065358501818,78.67127452400857,6.598528625457069,6.745604204262348,Flood
-48.9716707424505,-153.73140014675243,3.1099697569642255,3.2426065483831152,Wildfire
-13.120598047273864,115.60539761466471,4.336670702915722,3.791501211961706,Tornado
57.24265786604876,-2.5073562455262755,2.8964435880638097,3.122723155017562,Tornado
64.93150498614182,124.84188978077853,7.1949817142426875,5.95934085989122,Flood
-88.74861650438568,36.26631880214162,8.532080114903112,7.797248523445288,Earthquake
1.9345144639618317,65.45989153182914,5.3632521616156765,5.724442196121876,Wildfire
-14.866019433219781,177.66056174245492,1.591874619549991,1.4710896246773129,Tornado
-50.02059411526856,-96.35920346735345,1.3378465509895587,1.0969522282363005,Earthquake
-68.42423387993709,44.6204069140998,8.506991021311308,9.63627845834633,Hurricane
-29.22926914734697,-14.28429957933659,9.94405222123942,9.189616895697016,Hurricane
79.72374670425344,-165.7972969478311,5.974414315263447,4.930338155716201,Tornado
-31.82347223626406,-174.7905690589686,4.317610561082712,3.583250916426795,Hurricane
3.3823119138058977,-137.0777119855709,5.012684530215269,4.514942598585801,Hurricane
36.54341260113201,53.673026593877324,9.047110534773164,7.8819004084047295,Earthquake
-24.54667157172708,24.178711648821192,9.09284602496822,10.090513519210443,Tornado
84.92077488977291,19.234642018941877,5.322664734717208,4.943018320140065,Wildfire
83.24051308958002,-168.53156548982636,8.545265980963684,9.586748591541246,Tornado
-44.67918675143445,-11.050921310397461,8.183347026442524,7.115734472892032,Tornado
-0.4952689393706189,152.86421442331027,1.561752192559374,1.5573038097754346,Wildfire
-35.84190423298146,-36.86692704816722,6.763275768142148,7.2719745636904625,Earthquake
-38.72871101205583,44.972089123844285,9.482560097617252,10.059065060045704,Wildfire
-83.3603494761841,100.73472322433167,9.424886162811772,9.806139433333817,Flood
19.721580116381432,102.21310049107953,4.472710801851562,5.232752468978533,Earthquake
0.4822241811950678,6.940829662297685,8.487854395193095,7.5661587879044125,Earthquake
-80.73382477500192,128.86270034484107,1.5534064694191798,1.549503818050514,Flood
-39.84363643740994,-39.1038863890511,1.6137971052806472,1.8616715315831218,Earthquake
73.48785947399766,139.92955732252742,1.395693572378897,1.1600411890909372,Hurricane
-46.878859679944966,-93.51822009760369,6.268774983607952,5.1551603780471815,Hurricane
-63.91892302357984,-79.12209348339442,8.955033759033473,7.999718951684472,Tornado
-1.8985031500386573,-160.87657528835962,9.764176847532354,10.28371393234981,Tornado
87.41708173990813,106.40946115522183,8.461211960874218,7.648528210181227,Hurricane
-46.43005112792993,-29.860114956225992,9.807741197617114,8.592522376438271,Earthquake
30.98439853305814,-97.51801899189634,8.688713597663316,8.545531644567856,Earthquake
47.09153075916917,-96.55550005803133,3.777846298448442,3.9495087158930073,Earthquake
-47.22524208136806,144.50397884252394,2.665280053258485,2.3972144020449417,Flood
41.07894275013472,120.20997616597327,6.18504565724108,5.691952013239403,Earthquake
-23.79903611053442,19.271118728585993,9.335068697838231,9.759102262515926,Wildfire
23.815049506844307,41.79988814965959,9.105501634759786,10.72897040679987,Wildfire
